N;F0;PER;d0;v0;collision
5;-2;0.450000;4877000;40;0
7;-5;0.320000;4346000;41;0
5;-8;0.200000;5527000;39;0
6;-3;0.460000;5222000;78;0
5;-8;0.200000;4358000;13;0
3;-2;0.310000;8589000;63;0
5;-6;0.440000;6201000;39;0
7;-3;0.230000;6621000;74;0
4;-7;0.380000;7462000;45;0
5;-5;0.260000;4269000;76;0
5;-2;0.280000;7493000;72;0
5;-7;0.380000;4171000;81;0
8;-5;0.490000;8406000;51;0
4;-2;0.280000;6726000;28;0
5;-7;0.280000;4006000;56;0
5;-2;0.240000;5598000;36;0
7;-8;0.390000;6245000;76;1
4;-6;0.400000;5657000;83;0
4;-7;0.450000;6330000;29;0
6;-6;0.410000;7017000;57;0
7;-4;0.450000;8056000;66;1
8;-7;0.240000;4261000;25;0
5;-6;0.360000;4171000;69;0
5;-4;0.250000;7058000;77;0
3;-4;0.410000;7338000;16;0
8;-7;0.240000;5200000;57;0
6;-2;0.260000;8207000;81;0
6;-6;0.440000;7488000;18;0
8;-3;0.240000;6500000;30;0
5;-2;0.370000;6453000;75;0
5;-1;0.420000;7705000;55;0
3;-5;0.330000;6120000;88;0
6;-5;0.490000;6409000;26;0
8;-8;0.470000;5283000;49;0
3;-2;0.410000;7340000;19;0
3;-3;0.390000;8110000;48;0
3;-1;0.200000;4053000;27;0
3;-7;0.300000;8237000;36;0
4;-7;0.370000;7359000;70;0
7;-8;0.320000;6539000;18;0
7;-4;0.360000;4879000;56;1
6;-5;0.430000;5877000;16;0
4;-2;0.230000;7373000;27;0
8;-7;0.260000;4809000;58;0
3;-8;0.350000;5420000;51;0
7;-8;0.480000;5570000;67;0
4;-8;0.310000;5888000;27;0
6;-4;0.420000;7405000;26;0
8;-2;0.240000;5016000;15;0
5;-6;0.270000;7887000;69;0
6;-2;0.250000;4268000;52;0
6;-2;0.420000;8526000;69;0
5;-4;0.400000;6621000;88;0
5;-7;0.360000;6919000;13;0
7;-4;0.300000;5684000;59;0
5;-1;0.490000;5654000;32;0
8;-6;0.260000;5550000;42;0
4;-6;0.200000;4492000;59;0
4;-8;0.440000;8874000;46;0
5;-8;0.380000;6090000;26;0
3;-2;0.480000;5294000;76;0
7;-3;0.300000;6843000;48;0
5;-8;0.230000;5962000;76;0
7;-6;0.250000;6495000;60;0
3;-4;0.410000;7377000;32;0
3;-5;0.210000;4281000;66;0
8;-8;0.430000;5187000;45;1
8;-3;0.320000;5190000;31;0
4;-3;0.350000;8027000;45;0
7;-3;0.240000;8216000;81;0
6;-7;0.380000;6026000;46;0
7;-6;0.420000;8977000;61;0
7;-2;0.250000;4307000;21;0
4;-3;0.340000;4926000;14;0
6;-6;0.210000;4393000;16;0
6;-1;0.310000;5203000;20;0
8;-5;0.480000;4472000;77;0
4;-6;0.280000;8866000;31;0
3;-8;0.460000;5083000;16;0
3;-3;0.480000;8103000;40;0
5;-8;0.200000;6715000;71;0
4;-5;0.260000;8679000;45;0
4;-3;0.340000;5887000;32;0
5;-8;0.490000;4221000;83;1
4;-3;0.210000;7855000;74;0
5;-3;0.380000;4621000;51;0
6;-7;0.450000;6999000;49;1
6;-8;0.450000;8505000;73;1
3;-7;0.430000;4502000;74;1
5;-8;0.280000;5573000;30;0
5;-5;0.460000;7693000;86;1
8;-6;0.240000;5985000;23;0
3;-8;0.200000;8352000;86;0
6;-6;0.320000;5084000;16;0
6;-6;0.270000;5155000;10;0
3;-7;0.470000;4774000;82;0
6;-5;0.490000;4874000;83;1
5;-2;0.450000;7861000;20;0
4;-6;0.430000;5765000;27;0
4;-7;0.240000;5185000;22;0
8;-2;0.200000;5065000;85;0
6;-7;0.420000;7885000;31;0
6;-6;0.400000;4289000;54;1
3;-6;0.450000;8421000;56;0
5;-3;0.320000;7317000;65;0
5;-1;0.210000;5216000;33;0
7;-6;0.240000;8466000;29;0
6;-6;0.470000;4289000;39;1
7;-7;0.240000;4188000;89;0
3;-5;0.360000;7632000;55;0
4;-2;0.470000;8555000;21;0
5;-5;0.450000;8757000;57;0
7;-5;0.270000;4072000;17;0
3;-5;0.270000;6175000;35;0
6;-2;0.410000;6313000;12;0
4;-4;0.430000;4363000;76;0
6;-1;0.240000;6270000;70;0
8;-8;0.210000;5138000;52;0
3;-5;0.260000;4098000;43;0
7;-6;0.450000;4097000;16;0
4;-5;0.200000;8449000;42;0
3;-4;0.290000;8463000;82;0
5;-5;0.420000;8598000;18;0
6;-6;0.200000;4174000;23;0
5;-8;0.280000;5596000;45;0
7;-1;0.300000;8817000;81;0
7;-6;0.380000;6504000;11;0
4;-3;0.370000;7852000;10;0
4;-5;0.230000;6620000;57;0
3;-5;0.440000;7530000;76;1
4;-4;0.380000;4787000;58;0
7;-3;0.330000;7934000;85;0
8;-8;0.490000;6284000;56;0
4;-1;0.290000;8180000;10;0
3;-7;0.290000;7997000;79;0
3;-8;0.400000;4323000;27;0
7;-3;0.410000;6241000;74;0
8;-1;0.430000;8877000;36;0
7;-8;0.340000;4978000;40;0
5;-6;0.260000;8624000;44;0
7;-7;0.280000;4345000;39;0
8;-2;0.410000;8881000;22;0
7;-6;0.480000;7990000;55;0
8;-5;0.310000;5809000;55;0
8;-8;0.230000;4435000;19;0
7;-3;0.400000;8524000;66;0
4;-5;0.250000;4374000;50;0
7;-3;0.210000;7533000;37;0
4;-4;0.370000;7622000;85;0
8;-8;0.210000;6125000;80;0
5;-2;0.250000;7599000;71;0
6;-5;0.230000;6088000;31;0
6;-3;0.350000;4521000;77;0
7;-7;0.460000;6043000;76;0
5;-6;0.290000;6381000;76;0
3;-4;0.340000;4962000;85;0
4;-4;0.470000;6789000;57;0
6;-3;0.450000;5669000;40;1
7;-6;0.350000;6771000;43;0
6;-6;0.470000;5419000;60;1
8;-7;0.310000;8605000;59;0
5;-5;0.220000;4324000;41;0
4;-6;0.310000;7424000;73;0
5;-6;0.390000;5710000;36;0
7;-2;0.310000;6622000;29;0
4;-4;0.490000;5739000;36;0
8;-4;0.430000;4287000;71;0
4;-6;0.210000;7390000;37;0
3;-5;0.320000;5993000;53;0
7;-1;0.260000;5750000;34;0
8;-6;0.410000;6618000;86;0
4;-4;0.290000;5503000;15;0
4;-6;0.370000;6286000;18;0
7;-5;0.330000;4458000;45;0
6;-5;0.440000;8470000;44;0
6;-4;0.490000;4723000;24;0
6;-5;0.360000;4020000;15;0
7;-3;0.250000;4413000;23;0
6;-5;0.400000;7738000;74;0
3;-8;0.380000;8735000;35;0
3;-5;0.480000;4364000;68;1
7;-2;0.280000;7963000;17;0
5;-3;0.440000;6359000;29;0
4;-5;0.350000;4574000;10;0
6;-4;0.310000;7736000;78;0
7;-4;0.480000;4474000;15;0
8;-1;0.390000;5805000;70;0
3;-2;0.330000;4968000;58;0
5;-3;0.250000;6295000;73;0
8;-1;0.360000;7992000;42;0
8;-7;0.490000;5050000;25;0
6;-4;0.290000;6961000;59;0
4;-8;0.250000;4938000;76;0
7;-3;0.360000;8744000;23;0
5;-2;0.300000;8101000;22;0
5;-8;0.270000;6810000;60;0
6;-2;0.370000;6008000;29;0
7;-7;0.420000;4188000;16;0
3;-4;0.290000;8443000;87;0
8;-5;0.320000;5889000;38;0
6;-7;0.480000;7886000;13;0
4;-4;0.390000;6329000;85;0
6;-5;0.370000;4992000;17;0
5;-2;0.360000;6770000;39;0
8;-7;0.270000;5553000;53;1
7;-5;0.400000;7582000;76;0
7;-6;0.260000;6181000;72;0
4;-2;0.260000;7889000;68;0
4;-3;0.300000;4305000;18;0
8;-1;0.260000;4963000;85;0
4;-8;0.200000;8944000;23;0
4;-5;0.370000;7827000;58;0
8;-3;0.330000;8111000;64;0
7;-4;0.200000;4879000;15;0
4;-2;0.350000;5702000;66;0
6;-8;0.440000;6521000;70;1
5;-4;0.270000;6853000;30;0
8;-5;0.290000;5069000;65;0
6;-8;0.490000;4487000;45;1
7;-2;0.490000;6395000;52;0
7;-7;0.220000;7146000;21;0
4;-3;0.430000;5171000;58;0
7;-5;0.220000;7090000;38;0
4;-4;0.370000;7353000;56;0
5;-5;0.360000;8567000;68;0
3;-7;0.420000;8224000;54;0
5;-7;0.430000;7841000;32;0
5;-1;0.210000;5544000;55;0
3;-5;0.230000;6274000;11;0
8;-3;0.460000;4903000;81;1
6;-6;0.330000;6497000;21;0
6;-4;0.230000;7837000;62;0
5;-5;0.200000;8994000;33;0
7;-4;0.400000;8431000;13;0
3;-8;0.210000;4163000;21;0
6;-6;0.220000;5698000;46;0
5;-3;0.390000;4959000;24;0
3;-7;0.480000;5170000;34;0
6;-1;0.490000;4207000;59;0
7;-8;0.450000;4808000;24;0
7;-4;0.280000;5142000;24;0
3;-2;0.430000;8484000;75;0
3;-6;0.450000;6717000;70;0
3;-7;0.220000;6210000;59;0
4;-6;0.390000;5291000;66;1
5;-1;0.440000;6543000;45;0
4;-3;0.480000;5485000;36;0
4;-5;0.330000;6758000;43;0
4;-7;0.280000;7361000;29;0
8;-4;0.250000;5364000;86;0
5;-4;0.270000;8178000;59;0
7;-5;0.290000;8924000;15;0
7;-5;0.230000;8274000;14;0
7;-2;0.380000;4128000;25;0
6;-4;0.210000;6745000;14;0
8;-5;0.260000;4528000;59;0
4;-7;0.430000;8227000;84;0
6;-5;0.390000;6366000;71;0
8;-6;0.240000;7433000;26;0
4;-5;0.420000;4753000;54;0
8;-3;0.320000;8981000;76;0
7;-4;0.240000;6649000;25;0
3;-5;0.280000;8083000;16;0
8;-4;0.200000;8804000;77;0
6;-6;0.330000;8756000;83;0
8;-7;0.240000;6774000;53;0
8;-6;0.300000;4766000;69;0
6;-8;0.470000;8820000;75;1
5;-6;0.360000;4235000;84;0
8;-5;0.390000;4788000;68;0
6;-8;0.320000;8711000;45;0
7;-4;0.370000;7510000;65;0
5;-3;0.460000;7890000;46;0
5;-3;0.460000;7473000;64;0
5;-2;0.390000;6826000;23;0
7;-1;0.490000;7248000;45;0
8;-8;0.360000;4237000;47;0
5;-7;0.400000;5069000;44;0
3;-8;0.490000;5665000;76;1
5;-7;0.410000;6022000;36;0
3;-2;0.390000;7388000;19;0
3;-5;0.260000;8572000;16;0
6;-3;0.220000;5169000;36;0
5;-6;0.310000;5989000;40;0
3;-7;0.460000;6830000;11;0
6;-6;0.450000;5333000;12;0
5;-7;0.300000;5983000;25;0
6;-7;0.320000;8835000;39;0
4;-4;0.460000;7789000;69;0
4;-3;0.390000;5023000;89;0
6;-6;0.350000;8198000;77;0
7;-3;0.430000;6248000;69;0
6;-7;0.250000;4919000;19;0
8;-7;0.420000;4187000;37;0
3;-3;0.250000;5848000;51;0
4;-3;0.320000;5730000;48;0
7;-5;0.470000;4084000;20;0
7;-5;0.390000;5008000;12;0
5;-1;0.390000;4605000;30;0
3;-5;0.450000;4087000;45;0
4;-6;0.470000;4800000;40;0
7;-4;0.440000;7592000;86;1
4;-3;0.350000;8309000;27;0
8;-8;0.460000;4228000;33;0
4;-7;0.450000;7739000;34;0
8;-8;0.250000;4647000;28;0
4;-5;0.320000;4123000;43;0
3;-6;0.210000;5858000;25;0
3;-4;0.430000;6990000;56;0
3;-7;0.350000;7707000;37;0
3;-6;0.460000;8827000;54;0
3;-3;0.350000;6511000;51;0
8;-4;0.230000;7926000;20;0
7;-1;0.450000;5372000;64;0
5;-6;0.490000;4309000;15;0
4;-8;0.380000;4690000;63;0
5;-5;0.340000;7667000;39;0
8;-4;0.210000;4245000;19;0
6;-3;0.350000;4201000;65;0
5;-8;0.350000;5315000;67;1
8;-3;0.270000;6461000;71;0
7;-6;0.310000;6929000;47;0
8;-5;0.250000;8763000;86;1
8;-4;0.380000;8721000;51;0
6;-8;0.340000;7970000;81;0
6;-3;0.330000;5308000;56;1
7;-5;0.290000;5997000;43;0
4;-3;0.440000;4357000;55;0
5;-1;0.390000;7486000;82;0
6;-3;0.290000;7879000;10;0
5;-3;0.460000;4663000;28;0
5;-3;0.400000;4009000;67;0
3;-4;0.450000;5493000;18;0
3;-5;0.360000;4291000;72;0
8;-6;0.380000;5010000;67;0
3;-3;0.430000;6085000;76;0
8;-5;0.210000;4166000;82;0
7;-6;0.260000;5240000;51;0
4;-3;0.350000;5036000;39;0
8;-4;0.440000;8134000;71;0
6;-7;0.460000;7885000;52;0
6;-1;0.320000;4160000;18;0
7;-6;0.250000;7871000;64;0
4;-4;0.400000;6239000;35;0
6;-7;0.450000;4997000;15;0
5;-5;0.350000;7128000;20;0
6;-7;0.460000;6366000;70;0
6;-6;0.390000;4890000;64;1
3;-2;0.220000;4451000;20;0
7;-8;0.250000;6698000;41;0
7;-8;0.360000;5325000;18;0
4;-6;0.480000;4160000;46;0
8;-7;0.230000;6905000;77;1
6;-2;0.210000;5810000;20;0
4;-1;0.300000;4085000;23;0
4;-7;0.230000;8614000;73;0
3;-6;0.250000;5905000;40;0
7;-3;0.380000;6027000;55;0
6;-6;0.380000;7742000;11;0
7;-6;0.380000;7335000;29;0
4;-1;0.470000;7375000;29;0
5;-7;0.420000;8968000;34;0
7;-3;0.400000;6662000;70;0
6;-2;0.270000;6162000;33;0
4;-6;0.200000;6323000;61;0
4;-5;0.320000;8722000;26;0
7;-3;0.280000;4395000;13;0
4;-7;0.400000;8446000;53;0
7;-8;0.400000;7439000;37;0
3;-4;0.220000;5245000;77;0
4;-2;0.440000;8886000;68;0
4;-7;0.200000;4131000;20;0
3;-6;0.480000;7643000;87;1
6;-6;0.380000;5729000;27;0
3;-3;0.310000;7774000;76;0
3;-4;0.440000;4621000;89;1
4;-4;0.470000;7071000;80;0
7;-2;0.480000;5713000;83;0
3;-8;0.250000;8437000;52;0
7;-7;0.230000;4421000;53;0
4;-5;0.270000;8377000;84;0
8;-3;0.270000;5670000;33;0
7;-2;0.300000;8725000;17;0
4;-6;0.250000;4159000;73;0
7;-3;0.450000;6673000;86;1
4;-3;0.350000;8985000;62;0
6;-6;0.220000;8051000;81;0
5;-8;0.310000;8856000;45;0
6;-7;0.290000;6168000;19;0
8;-2;0.310000;4204000;44;0
6;-5;0.230000;4531000;43;0
4;-1;0.410000;6327000;61;0
6;-6;0.280000;6012000;34;0
5;-3;0.450000;7797000;12;0
3;-7;0.480000;5619000;65;1
7;-7;0.490000;6309000;20;0
4;-8;0.280000;7122000;77;0
8;-6;0.240000;5293000;64;0
4;-3;0.440000;6228000;70;0
7;-5;0.210000;7626000;25;0
6;-8;0.300000;6868000;60;0
8;-2;0.310000;5508000;24;0
5;-5;0.350000;6725000;43;0
6;-6;0.260000;5552000;57;0
5;-3;0.350000;8652000;50;0
8;-8;0.400000;5095000;80;0
8;-5;0.200000;4504000;74;0
4;-2;0.380000;8015000;88;0
6;-3;0.430000;4461000;79;0
5;-4;0.260000;7115000;68;0
8;-5;0.210000;6770000;40;0
6;-8;0.260000;7642000;78;0
8;-8;0.430000;4417000;16;0
5;-5;0.240000;8832000;50;0
4;-5;0.420000;7714000;85;0
4;-7;0.370000;5878000;73;0
4;-3;0.460000;4187000;37;0
7;-7;0.210000;8331000;11;0
3;-8;0.210000;4072000;72;0
4;-5;0.270000;6416000;29;0
5;-5;0.230000;4392000;45;0
5;-4;0.460000;8763000;57;0
4;-7;0.440000;5137000;39;0
6;-1;0.200000;7889000;32;0
4;-4;0.280000;5390000;31;0
3;-5;0.230000;6270000;15;0
4;-3;0.380000;7131000;26;0
6;-6;0.270000;7331000;64;0
3;-3;0.340000;7200000;21;0
7;-3;0.450000;6216000;59;1
5;-7;0.350000;4286000;56;0
7;-8;0.220000;7355000;60;0
5;-2;0.490000;7258000;31;0
6;-7;0.470000;8440000;83;1
4;-7;0.490000;8778000;56;0
3;-8;0.480000;4582000;45;0
6;-8;0.260000;5387000;22;0
4;-5;0.430000;4630000;79;0
3;-7;0.390000;5292000;67;0
4;-8;0.480000;5881000;59;0
7;-6;0.270000;4002000;65;0
4;-7;0.420000;7363000;36;0
7;-2;0.380000;8022000;64;0
7;-3;0.310000;5046000;74;0
4;-8;0.440000;4804000;28;0
3;-6;0.290000;6039000;74;0
4;-7;0.420000;6180000;10;0
3;-2;0.380000;4349000;78;0
6;-5;0.360000;8233000;20;0
5;-8;0.480000;6479000;55;0
6;-4;0.300000;4290000;55;0
4;-4;0.430000;4042000;89;0
8;-2;0.350000;7869000;64;0
8;-5;0.460000;6869000;23;0
4;-2;0.260000;8763000;56;0
7;-5;0.350000;8416000;34;0
5;-1;0.490000;4476000;42;0
6;-4;0.250000;7054000;24;0
5;-1;0.240000;4949000;71;0
3;-8;0.280000;6179000;50;0
4;-7;0.480000;8898000;35;0
3;-3;0.410000;8233000;33;0
4;-3;0.350000;7982000;15;0
3;-4;0.390000;6923000;85;0
7;-8;0.240000;4703000;37;0
8;-8;0.420000;8600000;33;0
5;-7;0.440000;6614000;17;0
4;-2;0.420000;5509000;40;0
8;-7;0.290000;5154000;12;0
4;-2;0.430000;7229000;75;0
3;-7;0.290000;6488000;26;0
8;-8;0.450000;4847000;78;1
8;-5;0.250000;6765000;32;0
4;-4;0.390000;4206000;37;0
4;-2;0.340000;7363000;64;0
4;-5;0.300000;5520000;51;0
8;-3;0.430000;5471000;17;0
7;-6;0.240000;4700000;80;0
4;-4;0.390000;5540000;11;0
8;-6;0.350000;8705000;38;0
3;-4;0.480000;8239000;61;0
8;-7;0.330000;4486000;28;0
4;-2;0.240000;7693000;89;0
8;-4;0.200000;8378000;37;0
8;-2;0.340000;7149000;16;0
3;-3;0.430000;7347000;26;0
3;-8;0.410000;8146000;56;0
8;-8;0.410000;7356000;52;0
8;-7;0.460000;6119000;31;0
5;-5;0.240000;6701000;37;0
7;-6;0.260000;4948000;72;0
7;-2;0.200000;6394000;49;0
8;-3;0.360000;7264000;61;0
3;-7;0.450000;4578000;49;0
4;-1;0.280000;6822000;56;0
7;-3;0.290000;8760000;64;0
7;-6;0.440000;6910000;64;1
3;-4;0.330000;6507000;28;0
7;-8;0.400000;6025000;44;0
6;-8;0.320000;4945000;45;0
5;-8;0.490000;6739000;24;0
6;-3;0.280000;5226000;11;0
6;-7;0.350000;7598000;48;0
4;-4;0.430000;8154000;80;0
4;-2;0.390000;6362000;68;0
4;-8;0.340000;4500000;55;1
7;-2;0.390000;5954000;86;0
6;-6;0.440000;7217000;25;0
4;-7;0.380000;5597000;49;0
7;-4;0.250000;5259000;22;0
4;-2;0.420000;4360000;69;0
7;-7;0.290000;8618000;20;0
4;-3;0.340000;4108000;76;0
5;-3;0.410000;6467000;33;0
8;-6;0.240000;4324000;33;0
8;-5;0.260000;4829000;17;0
3;-8;0.380000;4727000;62;0
7;-5;0.370000;8437000;34;0
6;-4;0.390000;8989000;59;0
4;-5;0.230000;8750000;26;0
4;-8;0.200000;6837000;84;0
7;-5;0.420000;7146000;30;0
3;-4;0.490000;4365000;57;0
7;-5;0.250000;7099000;49;0
6;-6;0.410000;5473000;60;0
4;-2;0.320000;6566000;64;0
4;-4;0.280000;7252000;11;0
5;-6;0.230000;7906000;79;0
4;-3;0.260000;8640000;74;0
8;-4;0.360000;7046000;79;0
5;-6;0.370000;8175000;42;0
4;-3;0.350000;6869000;54;0
7;-8;0.440000;4964000;87;1
5;-4;0.370000;4690000;67;0
6;-6;0.400000;4832000;30;0
4;-5;0.490000;5261000;12;0
8;-7;0.210000;8487000;20;0
5;-3;0.360000;4140000;20;0
4;-2;0.230000;8619000;22;0
3;-6;0.410000;4994000;58;0
5;-1;0.460000;8774000;38;0
6;-6;0.460000;7362000;80;0
8;-4;0.220000;5158000;33;0
5;-2;0.270000;4114000;64;0
4;-2;0.290000;7325000;59;0
6;-3;0.250000;7798000;35;0
5;-5;0.200000;5567000;40;0
3;-2;0.220000;6263000;75;0
5;-4;0.450000;4908000;66;0
8;-4;0.210000;6506000;73;0
3;-4;0.260000;4871000;30;0
8;-5;0.480000;8484000;21;0
7;-4;0.370000;8895000;29;0
4;-2;0.390000;6506000;71;0
7;-4;0.330000;5688000;19;0
6;-2;0.390000;7410000;62;0
4;-2;0.320000;8397000;56;0
8;-6;0.380000;4178000;85;0
8;-2;0.280000;6485000;60;0
3;-5;0.380000;4034000;60;0
6;-8;0.270000;5925000;53;0
3;-1;0.290000;5848000;84;0
8;-7;0.470000;4959000;11;0
5;-5;0.360000;5355000;59;0
4;-7;0.420000;5010000;85;0
6;-2;0.210000;5595000;10;0
5;-5;0.380000;7380000;28;0
3;-8;0.350000;7273000;12;0
4;-5;0.390000;8346000;61;0
5;-3;0.280000;7929000;64;0
5;-8;0.440000;8825000;76;0
8;-6;0.400000;6566000;41;0
5;-7;0.320000;4628000;12;0
4;-5;0.430000;6330000;62;0
5;-4;0.410000;4064000;59;0
8;-2;0.340000;5682000;46;0
3;-4;0.420000;5374000;72;0
7;-1;0.240000;7620000;80;0
7;-4;0.480000;4454000;66;0
7;-3;0.420000;6283000;64;0
7;-7;0.270000;4877000;20;0
3;-2;0.330000;4502000;85;0
3;-6;0.290000;4606000;40;0
8;-5;0.230000;4348000;61;0
7;-7;0.490000;6708000;31;0
5;-4;0.370000;5607000;40;0
7;-8;0.380000;6314000;75;0
8;-5;0.410000;4152000;49;0
3;-7;0.260000;7516000;73;0
6;-2;0.370000;4237000;83;0
7;-6;0.390000;6664000;74;0
7;-8;0.240000;5038000;59;0
8;-8;0.310000;6640000;12;0
7;-4;0.230000;8481000;77;0
8;-7;0.430000;8303000;39;0
4;-4;0.240000;7699000;33;0
4;-7;0.320000;5975000;76;0
4;-2;0.280000;6661000;23;0
5;-8;0.240000;4788000;50;0
8;-3;0.270000;4174000;89;0
5;-5;0.400000;4107000;54;0
3;-3;0.400000;6012000;61;0
5;-7;0.470000;5516000;37;0
5;-2;0.210000;6578000;18;0
6;-3;0.320000;7898000;46;0
3;-6;0.460000;7838000;51;0
3;-4;0.460000;5148000;80;0
4;-3;0.260000;4337000;63;0
4;-2;0.350000;7640000;26;0
7;-4;0.420000;4821000;52;0
3;-2;0.230000;7852000;49;0
6;-5;0.210000;4243000;32;0
8;-8;0.230000;4374000;74;0
8;-4;0.450000;7801000;14;0
3;-8;0.300000;8482000;27;0
5;-8;0.300000;8073000;85;1
3;-3;0.390000;8867000;88;0
8;-1;0.280000;6362000;35;0
8;-4;0.310000;4407000;19;0
6;-6;0.430000;6821000;24;0
6;-4;0.200000;4620000;17;0
5;-3;0.290000;5403000;20;0
8;-4;0.330000;6844000;10;0
4;-6;0.450000;5288000;17;0
5;-8;0.400000;8422000;43;0
3;-1;0.380000;4607000;55;0
5;-4;0.410000;4772000;58;0
8;-5;0.400000;4166000;24;0
7;-1;0.240000;4124000;43;0
6;-5;0.420000;6437000;70;0
4;-3;0.420000;5865000;38;0
5;-1;0.370000;4002000;25;0
5;-3;0.480000;8194000;74;0
5;-5;0.260000;4172000;21;0
7;-4;0.290000;7225000;86;0
8;-5;0.450000;8100000;18;0
6;-2;0.250000;7494000;52;0
4;-7;0.400000;5863000;23;0
5;-7;0.400000;7957000;41;0
5;-8;0.450000;4407000;32;0
4;-5;0.470000;4747000;85;0
6;-8;0.210000;6615000;31;0
6;-5;0.430000;4835000;80;1
8;-1;0.470000;8970000;41;0
7;-1;0.480000;8594000;19;0
7;-1;0.260000;4389000;36;0
7;-6;0.460000;4401000;49;0
5;-3;0.200000;6067000;64;0
7;-4;0.310000;7750000;73;0
3;-6;0.460000;6113000;85;1
6;-3;0.440000;5171000;38;0
3;-4;0.200000;5445000;31;0
3;-5;0.220000;8650000;66;0
3;-6;0.360000;8820000;82;0
5;-4;0.490000;8360000;25;0
8;-5;0.230000;5024000;40;0
3;-2;0.320000;4825000;29;0
4;-7;0.320000;7117000;17;0
6;-6;0.280000;5264000;85;0
8;-4;0.450000;4344000;51;0
7;-8;0.260000;7983000;81;0
4;-2;0.420000;8855000;13;0
8;-3;0.460000;7007000;79;1
8;-2;0.310000;5761000;86;0
7;-6;0.270000;5429000;18;0
3;-5;0.320000;5926000;34;0
6;-6;0.230000;7228000;89;0
8;-5;0.280000;5617000;87;0
4;-3;0.240000;8357000;51;0
4;-6;0.330000;7585000;47;0
4;-8;0.290000;8256000;34;0
8;-8;0.460000;5037000;52;0
7;-2;0.440000;5823000;42;0
3;-7;0.310000;5100000;32;0
6;-8;0.430000;6435000;20;0
6;-4;0.470000;7691000;80;1
7;-8;0.460000;8095000;48;0
3;-8;0.310000;4684000;13;0
7;-3;0.340000;7337000;56;0
7;-4;0.430000;5455000;48;0
4;-2;0.470000;4394000;79;0
7;-8;0.420000;7531000;66;0
5;-3;0.310000;5856000;42;0
3;-1;0.410000;7544000;12;0
6;-5;0.200000;7968000;86;0
7;-7;0.260000;6838000;28;0
8;-2;0.420000;7113000;46;1
5;-5;0.440000;7644000;31;0
5;-4;0.250000;4356000;54;0
8;-3;0.250000;6488000;32;0
4;-8;0.230000;7650000;83;0
8;-6;0.390000;6018000;55;0
3;-7;0.380000;5007000;79;0
7;-6;0.480000;5030000;79;1
5;-2;0.350000;4526000;81;0
3;-7;0.450000;8727000;11;0
5;-3;0.400000;5608000;10;0
8;-3;0.350000;6037000;66;0
4;-5;0.210000;8640000;47;0
6;-5;0.320000;5146000;46;0
3;-2;0.490000;4422000;63;0
5;-7;0.210000;8055000;54;0
8;-7;0.250000;6796000;73;1
7;-5;0.390000;6328000;16;0
5;-1;0.280000;6164000;72;0
4;-7;0.390000;5361000;42;0
6;-1;0.250000;7949000;22;0
4;-5;0.420000;7205000;80;0
6;-5;0.480000;4581000;77;1
5;-8;0.360000;6177000;17;0
8;-6;0.470000;7886000;66;1
5;-8;0.300000;7641000;34;0
7;-8;0.210000;6454000;48;0
3;-5;0.280000;6324000;45;0
5;-3;0.490000;4939000;76;0
8;-7;0.490000;4523000;53;0
6;-6;0.260000;6757000;53;0
8;-6;0.260000;8844000;31;0
6;-3;0.460000;5947000;62;0
5;-8;0.220000;6228000;15;0
4;-8;0.220000;5822000;32;0
8;-3;0.310000;6247000;14;0
5;-7;0.220000;4648000;46;0
4;-5;0.230000;6563000;53;0
8;-6;0.320000;7170000;86;0
4;-5;0.440000;4583000;11;0
6;-4;0.210000;7176000;32;0
8;-7;0.290000;7940000;75;0
4;-6;0.260000;8228000;41;0
8;-8;0.410000;5984000;59;0
5;-5;0.250000;4512000;14;0
4;-7;0.370000;6246000;24;0
5;-5;0.330000;6921000;52;0
4;-3;0.440000;5361000;58;0
5;-8;0.240000;7273000;11;0
4;-8;0.270000;7989000;87;0
8;-4;0.250000;8980000;87;0
7;-7;0.250000;6111000;66;0
7;-4;0.490000;7739000;80;0
8;-4;0.340000;7997000;31;0
8;-7;0.470000;5428000;36;0
4;-4;0.270000;7340000;70;0
7;-3;0.360000;8136000;34;0
8;-5;0.470000;4455000;62;0
7;-3;0.480000;5996000;87;0
5;-6;0.240000;6064000;68;0
7;-6;0.260000;4276000;23;0
8;-5;0.400000;6735000;68;1
5;-4;0.270000;6210000;70;0
7;-6;0.380000;5424000;40;0
5;-2;0.210000;4968000;76;0
4;-2;0.370000;5177000;71;0
3;-4;0.330000;5847000;59;0
8;-2;0.310000;6656000;49;0
3;-2;0.400000;6840000;19;0
6;-7;0.380000;6874000;45;0
5;-3;0.210000;4286000;22;0
3;-7;0.230000;5016000;58;0
5;-7;0.470000;6278000;51;0
3;-2;0.480000;8596000;40;0
5;-6;0.280000;8021000;74;0
4;-4;0.390000;7213000;44;0
5;-6;0.260000;4379000;56;0
3;-2;0.330000;6374000;72;0
4;-5;0.410000;4655000;75;0
4;-8;0.460000;8800000;77;0
4;-7;0.380000;7433000;80;0
3;-4;0.240000;7089000;13;0
3;-2;0.460000;5739000;44;0
3;-6;0.360000;5944000;41;0
6;-7;0.230000;6921000;28;0
8;-3;0.280000;7801000;66;0
3;-7;0.440000;5378000;33;0
6;-3;0.480000;6621000;13;0
3;-2;0.320000;5359000;19;0
4;-2;0.460000;8018000;76;0
